qid,category_id,level,q_en,hint_en,persp_en,q_id,hint_id,persp_id
technology-easy-03,technology,easy,Can AI stay under human control?,Start with a concrete everyday case before expanding the argument.,"Technology changes what people can do, and what they expect. McLuhan and Turkle both warn that tools can reshape attention and relationships. For an easy discussion, keep the example concrete and personal.",Bisakah AI tetap berada di bawah kendali manusia?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Teknologi mengubah apa yang bisa dilakukan orang, sekaligus apa yang mereka harapkan. McLuhan dan Turkle sama-sama memperingatkan bahwa alat dapat membentuk perhatian dan relasi. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
technology-easy-04,technology,easy,Does automation free us or hollow out work?,Start with a concrete everyday case before expanding the argument.,"Technology changes what people can do, and what they expect. McLuhan and Turkle both warn that tools can reshape attention and relationships. For an easy discussion, keep the example concrete and personal.",Apakah otomatisasi membebaskan kita atau mengosongkan kerja?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Teknologi mengubah apa yang bisa dilakukan orang, sekaligus apa yang mereka harapkan. McLuhan dan Turkle sama-sama memperingatkan bahwa alat dapat membentuk perhatian dan relasi. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
technology-easy-05,technology,easy,What should not be optimized?,Start with a concrete everyday case before expanding the argument.,"Technology changes what people can do, and what they expect. McLuhan and Turkle both warn that tools can reshape attention and relationships. For an easy discussion, keep the example concrete and personal.",Apa yang seharusnya tidak dioptimalkan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Teknologi mengubah apa yang bisa dilakukan orang, sekaligus apa yang mereka harapkan. McLuhan dan Turkle sama-sama memperingatkan bahwa alat dapat membentuk perhatian dan relasi. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
technology-medium-01,technology,medium,Does technology make us more connected or more lonely?,"Test the idea against a trade-off, incentive, or unintended effect.","Technology changes what people can do, and what they expect. McLuhan and Turkle both warn that tools can reshape attention and relationships. For a medium discussion, add incentives, power, and long-term consequences.",Apakah teknologi membuat kita lebih terhubung atau lebih kesepian?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Teknologi mengubah apa yang bisa dilakukan orang, sekaligus apa yang mereka harapkan. McLuhan dan Turkle sama-sama memperingatkan bahwa alat dapat membentuk perhatian dan relasi. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
technology-medium-02,technology,medium,Should convenience ever outrank autonomy?,"Test the idea against a trade-off, incentive, or unintended effect.","Technology changes what people can do, and what they expect. McLuhan and Turkle both warn that tools can reshape attention and relationships. For a medium discussion, add incentives, power, and long-term consequences.",Haruskah kenyamanan mengalahkan otonomi?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Teknologi mengubah apa yang bisa dilakukan orang, sekaligus apa yang mereka harapkan. McLuhan dan Turkle sama-sama memperingatkan bahwa alat dapat membentuk perhatian dan relasi. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
technology-medium-03,technology,medium,Can AI stay under human control?,"Test the idea against a trade-off, incentive, or unintended effect.","Technology changes what people can do, and what they expect. McLuhan and Turkle both warn that tools can reshape attention and relationships. For a medium discussion, add incentives, power, and long-term consequences.",Bisakah AI tetap berada di bawah kendali manusia?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Teknologi mengubah apa yang bisa dilakukan orang, sekaligus apa yang mereka harapkan. McLuhan dan Turkle sama-sama memperingatkan bahwa alat dapat membentuk perhatian dan relasi. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
technology-medium-04,technology,medium,Does automation free us or hollow out work?,"Test the idea against a trade-off, incentive, or unintended effect.","Technology changes what people can do, and what they expect. McLuhan and Turkle both warn that tools can reshape attention and relationships. For a medium discussion, add incentives, power, and long-term consequences.",Apakah otomatisasi membebaskan kita atau mengosongkan kerja?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Teknologi mengubah apa yang bisa dilakukan orang, sekaligus apa yang mereka harapkan. McLuhan dan Turkle sama-sama memperingatkan bahwa alat dapat membentuk perhatian dan relasi. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
technology-medium-05,technology,medium,What should not be optimized?,"Test the idea against a trade-off, incentive, or unintended effect.","Technology changes what people can do, and what they expect. McLuhan and Turkle both warn that tools can reshape attention and relationships. For a medium discussion, add incentives, power, and long-term consequences.",Apa yang seharusnya tidak dioptimalkan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Teknologi mengubah apa yang bisa dilakukan orang, sekaligus apa yang mereka harapkan. McLuhan dan Turkle sama-sama memperingatkan bahwa alat dapat membentuk perhatian dan relasi. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
technology-hard-01,technology,hard,Does technology make us more connected or more lonely?,Push the idea until it collides with a competing value or edge case.,"Technology changes what people can do, and what they expect. McLuhan and Turkle both warn that tools can reshape attention and relationships. For a hard discussion, ask what breaks when two valid values collide.",Apakah teknologi membuat kita lebih terhubung atau lebih kesepian?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Teknologi mengubah apa yang bisa dilakukan orang, sekaligus apa yang mereka harapkan. McLuhan dan Turkle sama-sama memperingatkan bahwa alat dapat membentuk perhatian dan relasi. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
technology-hard-02,technology,hard,Should convenience ever outrank autonomy?,Push the idea until it collides with a competing value or edge case.,"Technology changes what people can do, and what they expect. McLuhan and Turkle both warn that tools can reshape attention and relationships. For a hard discussion, ask what breaks when two valid values collide.",Haruskah kenyamanan mengalahkan otonomi?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Teknologi mengubah apa yang bisa dilakukan orang, sekaligus apa yang mereka harapkan. McLuhan dan Turkle sama-sama memperingatkan bahwa alat dapat membentuk perhatian dan relasi. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
technology-hard-03,technology,hard,Can AI stay under human control?,Push the idea until it collides with a competing value or edge case.,"Technology changes what people can do, and what they expect. McLuhan and Turkle both warn that tools can reshape attention and relationships. For a hard discussion, ask what breaks when two valid values collide.",Bisakah AI tetap berada di bawah kendali manusia?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Teknologi mengubah apa yang bisa dilakukan orang, sekaligus apa yang mereka harapkan. McLuhan dan Turkle sama-sama memperingatkan bahwa alat dapat membentuk perhatian dan relasi. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
technology-hard-04,technology,hard,Does automation free us or hollow out work?,Push the idea until it collides with a competing value or edge case.,"Technology changes what people can do, and what they expect. McLuhan and Turkle both warn that tools can reshape attention and relationships. For a hard discussion, ask what breaks when two valid values collide.",Apakah otomatisasi membebaskan kita atau mengosongkan kerja?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Teknologi mengubah apa yang bisa dilakukan orang, sekaligus apa yang mereka harapkan. McLuhan dan Turkle sama-sama memperingatkan bahwa alat dapat membentuk perhatian dan relasi. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
technology-hard-05,technology,hard,What should not be optimized?,Push the idea until it collides with a competing value or edge case.,"Technology changes what people can do, and what they expect. McLuhan and Turkle both warn that tools can reshape attention and relationships. For a hard discussion, ask what breaks when two valid values collide.",Apa yang seharusnya tidak dioptimalkan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Teknologi mengubah apa yang bisa dilakukan orang, sekaligus apa yang mereka harapkan. McLuhan dan Turkle sama-sama memperingatkan bahwa alat dapat membentuk perhatian dan relasi. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
law-easy-01,law,easy,Does law always reflect justice?,Start with a concrete everyday case before expanding the argument.,"Law seeks order, but justice asks whether the order is worthy. Mill, Rawls, and restorative justice all pull in different directions. For an easy discussion, keep the example concrete and personal.",Apakah hukum selalu mencerminkan keadilan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Hukum mengejar keteraturan, tetapi keadilan bertanya apakah keteraturan itu layak. Mill, Rawls, dan keadilan restoratif mendorong arah yang berbeda. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
law-easy-02,law,easy,Can justice exist without enforcement?,Start with a concrete everyday case before expanding the argument.,"Law seeks order, but justice asks whether the order is worthy. Mill, Rawls, and restorative justice all pull in different directions. For an easy discussion, keep the example concrete and personal.",Bisakah keadilan ada tanpa penegakan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Hukum mengejar keteraturan, tetapi keadilan bertanya apakah keteraturan itu layak. Mill, Rawls, dan keadilan restoratif mendorong arah yang berbeda. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
law-easy-03,law,easy,Should punishment repair or deter?,Start with a concrete everyday case before expanding the argument.,"Law seeks order, but justice asks whether the order is worthy. Mill, Rawls, and restorative justice all pull in different directions. For an easy discussion, keep the example concrete and personal.",Haruskah hukuman memulihkan atau mencegah?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Hukum mengejar keteraturan, tetapi keadilan bertanya apakah keteraturan itu layak. Mill, Rawls, dan keadilan restoratif mendorong arah yang berbeda. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
law-easy-04,law,easy,When does privacy outrank security?,Start with a concrete everyday case before expanding the argument.,"Law seeks order, but justice asks whether the order is worthy. Mill, Rawls, and restorative justice all pull in different directions. For an easy discussion, keep the example concrete and personal.",Kapan privasi lebih penting daripada keamanan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Hukum mengejar keteraturan, tetapi keadilan bertanya apakah keteraturan itu layak. Mill, Rawls, dan keadilan restoratif mendorong arah yang berbeda. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
